Manuscript date|First main dir|Second main dir|The rest of main dirs|Filename|Use count (%)
2013|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmex9.tfm|4.516
2010|texmf-dist|fonts|tfm/public/cm|cmbx7.tfm|4.512
2010|texmf-dist|tex|latex/natbib|natbib.sty|4.482
2014|texmf-dist|tex|latex/amscls|amsthm.sty|4.456
2010|texmf-dist|fonts|tfm/public/cm|cmsy9.tfm|4.454
2015|texmf-var|tex|latex/elsarticle|elsarticle.cls|4.451
2015|texmf-dist|tex|latex/base|size10.clo|4.448
2010|texmf-dist|fonts|tfm/public/cm|cmmi9.tfm|4.431
2011|texmf-dist|fonts|tfm/public/cm|cmti8.tfm|4.431
2016|texmf-dist|fonts|tfm/public/cm|cmr9.tfm|4.418
2016|texmf-dist|fonts|tfm/public/cm|cmbx5.tfm|4.414
2012|texmf-dist|fonts|tfm/public/cm|cmsy9.tfm|4.399
2015|texmf-dist|fonts|tfm/public/cm|cmti12.tfm|4.398
2012|texmf-dist|fonts|tfm/public/cm|cmmi9.tfm|4.388
2015|texmf-dist|fonts|tfm/public/cm|cmcsc10.tfm|4.382
2014|texmf-dist|fonts|tfm/public/cm|cmsy9.tfm|4.338
2013|texmf-dist|fonts|tfm/public/latex-fonts|lasy6.tfm|4.333
2014|texmf-dist|fonts|tfm/public/cm|cmmi9.tfm|4.329
2014|texmf-dist|fonts|tfm/public/cm|cmcsc10.tfm|4.307
2016|texmf-dist|fonts|tfm/adobe/symbol|psyr.tfm|4.291
2015|texmf-dist|fonts|tfm/public/cm|cmsy9.tfm|4.280
2015|texmf-dist|fonts|tfm/public/cm|cmmi9.tfm|4.262
2016|texmf-dist|tex|latex/psnfss|upsy.fd|4.262
2016|texmf-dist|fonts|tfm/adobe/zapfding|pzdr.tfm|4.254
2016|texmf-dist|tex|latex/psnfss|upzd.fd|4.253
2016|texmf-dist|tex|latex/psnfss|pifont.sty|4.253
2016|texmf-dist|fonts|tfm/public/cm|cmti7.tfm|4.246
2016|texmf-dist|fonts|tfm/public/cm|cmr10.tfm|4.242
2013|texmf-dist|tex|generic/oberdiek|ifvtex.sty|4.238
2013|texmf-dist|tex|latex/base|size12.clo|4.219
2012|texmf-dist|fonts|tfm/public/cm|cmti12.tfm|4.190
2012|texmf-dist|fonts|tfm/public/cm|cmti8.tfm|4.172
2014|texmf-dist|tex|latex/base|size12.clo|4.171
2016|texmf-dist|fonts|tfm/public/cm|cmbx7.tfm|4.115
2014|texmf-dist|fonts|tfm/public/latex-fonts|lasy6.tfm|4.099
2013|texmf-dist|tex|latex/base|latexsym.sty|4.099
2010|texmf-dist|fonts|tfm/public/cm|cmti8.tfm|4.070
2015|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmex9.tfm|4.051
2011|texmf-dist|fonts|tfm/public/cm|cmti7.tfm|4.032
2014|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmex9.tfm|4.032
2012|texmf-dist|tex|latex/oberdiek|kvoptions.sty|4.031
2013|texmf-dist|fonts|tfm/public/latex-fonts|lasy10.tfm|4.011
2016|texmf-dist|fonts|tfm/public/cm|cmr17.tfm|3.997
2016|texmf-var|tex|latex/elsarticle|elsarticle.cls|3.978
2011|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmex9.tfm|3.977
2011|texmf-dist|fonts|tfm/public/latex-fonts|lasy6.tfm|3.963
2013|texmf-dist|fonts|tfm/public/latex-fonts|lasy8.tfm|3.960
2015|texmf-dist|fonts|tfm/public/latex-fonts|lasy6.tfm|3.951
2011|texmf-dist|fonts|tfm/public/cm|cmcsc10.tfm|3.941
2012|texmf-dist|tex|latex/url|url.sty|3.936
2013|texmf-dist|tex|latex/base|ulasy.fd|3.932
2015|texmf-dist|tex|latex/oberdiek|auxhook.sty|3.931
2012|texmf-dist|tex|latex/latexconfig|color.cfg|3.924
2012|texmf-dist|tex|generic/oberdiek|infwarerr.sty|3.918
2010|texmf-dist|tex|latex/base|size12.clo|3.917
2012|texmf-dist|tex|generic/oberdiek|ltxcmds.sty|3.916
2015|texmf-dist|tex|generic/oberdiek|gettitlestring.sty|3.913
2015|texmf-dist|tex|latex/hyperref|nameref.sty|3.913
2015|texmf-dist|tex|latex/hyperref|hyperref.sty|3.909
2015|texmf-dist|tex|generic/oberdiek|hobsub-generic.sty|3.909
2015|texmf-dist|tex|latex/latexconfig|hyperref.cfg|3.909
2015|texmf-dist|tex|latex/hyperref|pd1enc.def|3.909
2015|texmf-dist|tex|generic/oberdiek|hobsub-hyperref.sty|3.909
2013|texmf-dist|tex|latex/psnfss|upzd.fd|3.884
2013|texmf-dist|tex|latex/psnfss|upsy.fd|3.882
2013|texmf-dist|tex|latex/psnfss|pifont.sty|3.880
2015|texmf-dist|tex|latex/oberdiek|rerunfilecheck.sty|3.871
2012|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmex9.tfm|3.868
2011|texmf-dist|tex|latex/base|latexsym.sty|3.867
2014|texmf-dist|tex|latex/base|latexsym.sty|3.861
2010|texmf-dist|fonts|tfm/public/latex-fonts|lasy6.tfm|3.854
2012|texmf-dist|tex|generic/oberdiek|ifluatex.sty|3.853
2012|texmf-dist|tex|generic/oberdiek|pdftexcmds.sty|3.853
2012|texmf-dist|tex|generic/oberdiek|etexcmds.sty|3.845
2015|texmf-dist|tex|latex/graphics|dvipsnam.def|3.845
2012|texmf-dist|tex|generic/oberdiek|ifpdf.sty|3.838
2016|texmf-dist|tex|latex/oberdiek|auxhook.sty|3.833
2012|texmf-dist|tex|generic/oberdiek|kvsetkeys.sty|3.831
2014|texmf-dist|tex|latex/base|ulasy.fd|3.831
2014|texmf-dist|tex|latex/graphics|dvipsnam.def|3.831
2011|texmf-dist|tex|latex/base|ulasy.fd|3.826
2013|texmf-dist|tex|latex/graphics|dvipsnam.def|3.826
2014|texmf-dist|fonts|tfm/public/latex-fonts|lasy10.tfm|3.823
2016|texmf-dist|tex|generic/oberdiek|gettitlestring.sty|3.818
2011|texmf-dist|fonts|tfm/public/latex-fonts|lasy10.tfm|3.818
2016|texmf-dist|tex|latex/hyperref|nameref.sty|3.818
2016|texmf-dist|tex|latex/hyperref|pd1enc.def|3.816
2016|texmf-dist|tex|generic/oberdiek|hobsub-hyperref.sty|3.816
2016|texmf-dist|tex|latex/hyperref|hyperref.sty|3.816
2016|texmf-dist|tex|generic/oberdiek|hobsub-generic.sty|3.816
2013|texmf-dist|tex|latex/amscls|amsthm.sty|3.816
2016|texmf-dist|tex|latex/latexconfig|hyperref.cfg|3.816
2011|texmf-dist|tex|latex/base|size12.clo|3.812
2016|texmf-dist|tex|latex/oberdiek|rerunfilecheck.sty|3.792
2014|texmf-dist|fonts|tfm/public/latex-fonts|lasy8.tfm|3.784
2010|texmf-dist|tex|latex/base|latexsym.sty|3.774
2015|texmf-dist|tex|latex/oberdiek|grfext.sty|3.766
2015|texmf-dist|tex|latex/oberdiek|epstopdf-base.sty|3.766
2012|texmf-dist|tex|latex/graphics|color.sty|3.758
2010|texmf-dist|tex|latex/base|ulasy.fd|3.757
2010|texmf-dist|fonts|tfm/public/latex-fonts|lasy10.tfm|3.731
2010|texmf-dist|fonts|tfm/public/cm|cmcsc10.tfm|3.727
2013|texmf-dist|fonts|tfm/adobe/ly1|psyr.tfm|3.725
2014|texmf-dist|tex|latex/oberdiek|epstopdf-base.sty|3.713
2013|texmf-dist|fonts|tfm/public/cm|cmbsy10.tfm|3.713
2014|texmf-dist|tex|latex/oberdiek|grfext.sty|3.713
2011|texmf-dist|tex|generic/oberdiek|ifpdf.sty|3.709
2015|texmf-dist|tex|generic/oberdiek|infwarerr.sty|3.705
2011|texmf-dist|fonts|tfm/public/latex-fonts|lasy8.tfm|3.698
2013|texmf-dist|fonts|tfm/public/cm|cmmib10.tfm|3.689
2015|texmf-dist|tex|generic/oberdiek|ltxcmds.sty|3.685
2013|texmf-dist|fonts|tfm/adobe/ly1|pzdr.tfm|3.685
2014|texmf-dist|tex|generic/ifxetex|ifxetex.sty|3.674
2010|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmex9.tfm|3.670
2013|texmf-dist|tex|latex/base|size10.clo|3.660
2013|texmf-var|tex|latex/elsarticle|elsarticle.cls|3.659
2015|texmf-dist|tex|latex/base|size12.clo|3.648
2010|texmf-dist|fonts|tfm/public/latex-fonts|lasy8.tfm|3.648
2015|texmf-dist|fonts|tfm/public/cm|cmtt8.tfm|3.648
2015|texmf-dist|tex|latex/base|omscmr.fd|3.634
2010|texmf-dist|fonts|tfm/public/cm|cmti7.tfm|3.633
2015|texmf-dist|tex|latex/base|latexsym.sty|3.630
2013|texmf-dist|fonts|tfm/public/cm|cmbx9.tfm|3.628
2016|texmf-dist|tex|latex/oberdiek|grfext.sty|3.625
2016|texmf-dist|tex|latex/oberdiek|epstopdf-base.sty|3.625
2015|texmf-dist|fonts|tfm/public/latex-fonts|lasy10.tfm|3.617
2014|texmf-dist|fonts|tfm/public/cm|cmtt8.tfm|3.606
2015|texmf-dist|tex|latex/base|ulasy.fd|3.606
2012|texmf-dist|fonts|tfm/public/cm|cmti7.tfm|3.587
2011|texmf-dist|tex|latex/latexconfig|color.cfg|3.579
2016|texmf-dist|tex|generic/oberdiek|infwarerr.sty|3.575
2016|texmf-dist|tex|generic/oberdiek|ltxcmds.sty|3.560
2013|texmf-dist|fonts|tfm/public/latex-fonts|lasy7.tfm|3.554
2012|texmf-dist|fonts|tfm/public/cm|cmcsc10.tfm|3.553
2016|texmf-dist|tex|latex/amscls|amsthm.sty|3.547
2014|texmf-dist|tex|latex/base|omscmr.fd|3.541
2015|texmf-dist|fonts|tfm/public/latex-fonts|lasy8.tfm|3.537
2011|texmf-dist|tex|latex/url|url.sty|3.518
2013|texmf-dist|fonts|tfm/public/latex-fonts|lasy5.tfm|3.515
2016|texmf-dist|fonts|tfm/public/cm|cmti12.tfm|3.513
2013|texmf-dist|tex|latex/base|omscmr.fd|3.496
2011|texmf-dist|tex|latex/oberdiek|kvoptions.sty|3.482
2016|texmf-dist|fonts|tfm/public/cm|cmsy9.tfm|3.466
2016|texmf-dist|fonts|tfm/public/cm|cmmi9.tfm|3.452
2013|texmf-dist|fonts|tfm/public/cm|cmtt8.tfm|3.441
2016|texmf-dist|fonts|tfm/public/cm|cmmi10.tfm|3.440
2012|texmf-dist|fonts|tfm/public/latex-fonts|lasy6.tfm|3.439
2011|texmf-dist|fonts|tfm/public/cm|cmbx9.tfm|3.435
2014|texmf-dist|fonts|tfm/public/latex-fonts|lasy7.tfm|3.428
2016|texmf-dist|fonts|tfm/public/cm|cmcsc10.tfm|3.426
2013|texmf-dist|tex|latex/oberdiek|epstopdf-base.sty|3.420
2013|texmf-dist|tex|latex/oberdiek|grfext.sty|3.420
2016|texmf-dist|tex|latex/base|size10.clo|3.410
2014|texmf-dist|fonts|tfm/public/cm|cmtt10.tfm|3.407
2011|texmf-dist|fonts|tfm/public/latex-fonts|lasy7.tfm|3.402
2011|texmf-dist|tex|generic/oberdiek|infwarerr.sty|3.398
2011|texmf-dist|tex|generic/oberdiek|ltxcmds.sty|3.393
2014|texmf-dist|fonts|tfm/public/latex-fonts|lasy5.tfm|3.378
2010|texmf-dist|fonts|tfm/public/cm|cmbx9.tfm|3.367
2011|texmf-dist|tex|generic/oberdiek|pdftexcmds.sty|3.345
2011|texmf-dist|tex|generic/oberdiek|ifluatex.sty|3.345
2011|texmf-dist|tex|generic/oberdiek|etexcmds.sty|3.341
2011|texmf-dist|tex|generic/oberdiek|kvsetkeys.sty|3.337
2012|texmf-dist|tex|latex/base|latexsym.sty|3.337
2016|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmex9.tfm|3.335
2015|texmf-dist|tex|latex/latexconfig|epstopdf-sys.cfg|3.334
2015|texmf-dist|fonts|tfm/public/cm|cmtt10.tfm|3.330
2010|texmf-dist|fonts|tfm/public/latex-fonts|lasy7.tfm|3.318
2011|texmf-dist|tex|latex/graphics|color.sty|3.316
2013|texmf-dist|fonts|tfm/public/cm|cmtt10.tfm|3.297
2012|texmf-dist|tex|latex/base|size12.clo|3.296
2014|texmf-dist|tex|latex/latexconfig|epstopdf-sys.cfg|3.278
2016|texmf-dist|tex|latex/graphics|dvipsnam.def|3.269
2012|texmf-dist|fonts|tfm/public/latex-fonts|lasy10.tfm|3.258
2012|texmf-dist|fonts|tfm/public/cm|cmbsy10.tfm|3.254
2014|texmf-dist|tex|latex/hyperref|pd1enc.def|3.246
2012|texmf-dist|fonts|tfm/public/cm|cmmib10.tfm|3.246
2014|texmf-dist|tex|latex/hyperref|hyperref.sty|3.246
2014|texmf-dist|tex|latex/hyperref|nameref.sty|3.246
2014|texmf-dist|tex|generic/oberdiek|gettitlestring.sty|3.246
2014|texmf-dist|tex|latex/latexconfig|hyperref.cfg|3.244
2016|texmf-dist|fonts|tfm/public/latex-fonts|lasy6.tfm|3.242
2015|texmf-dist|fonts|tfm/public/latex-fonts|lasy5.tfm|3.238
2016|texmf-dist|tex|latex/latexconfig|epstopdf-sys.cfg|3.225
2014|texmf-dist|tex|latex/oberdiek|rerunfilecheck.sty|3.221
2012|texmf-dist|fonts|tfm/public/latex-fonts|lasy8.tfm|3.210
2012|texmf-dist|tex|latex/base|ulasy.fd|3.206
2015|texmf-dist|fonts|tfm/public/latex-fonts|lasy7.tfm|3.201
2011|texmf-dist|fonts|tfm/public/cm|cmbsy10.tfm|3.186
2012|texmf-dist|fonts|tfm/public/cm|cmbx9.tfm|3.179
2014|texmf-dist|tex|latex/geometry|geometry.sty|3.177
2011|texmf-dist|fonts|tfm/public/cm|cmmib10.tfm|3.175
2010|texmf-dist|tex|generic/oberdiek|ifpdf.sty|3.175
2014|texmf-dist|fonts|tfm/public/cm|cmbsy10.tfm|3.153
2011|texmf-dist|fonts|tfm/public/latex-fonts|lasy5.tfm|3.152
2014|texmf-dist|fonts|tfm/public/cm|cmmib10.tfm|3.147
2010|texmf-dist|tex|latex/base|omscmr.fd|3.145
2015|texmf-dist|tex|latex/amscls|amsart.cls|3.137
2011|texmf-dist|tex|latex/base|omscmr.fd|3.137
2015|texmf-var|web2c|pdftex|pdflatex.fmt|3.125
2013|texmf-dist|tex|latex/amscls|amsart.cls|3.122
2015|texmf-dist|fonts|tfm/public/cm|cmbsy10.tfm|3.113
2011|texmf-dist|fonts|tfm/public/cm|cmtt10.tfm|3.111
2010|texmf-dist|fonts|tfm/public/cm|cmtt10.tfm|3.110
2015|texmf-dist|fonts|tfm/public/cm|cmmib10.tfm|3.106
2014|texmf-dist|fonts|tfm/public/cm|cmbx9.tfm|3.069
2011|texmf-dist|tex|latex/base|size10.clo|3.069
2016|texmf-dist|fonts|tfm/public/cm|cmtt8.tfm|3.062
2014|texmf-var|web2c|pdftex|pdflatex.fmt|3.050
2013|texmf-dist|tex|latex/latexconfig|epstopdf-sys.cfg|3.045
2013|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmbsy7.tfm|3.031
2010|texmf-dist|tex|latex/url|url.sty|3.011
2012|texmf-dist|tex|latex/base|omscmr.fd|3.003
2015|texmf-dist|tex|context/base|supp-pdf.mkii|2.999
2015|texmf-dist|tex|latex/pdftex-def|pdftex.def|2.999
2016|texmf-var|web2c|pdftex|pdflatex.fmt|2.999
2013|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmmib5.tfm|2.988
2013|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmbsy5.tfm|2.986
2014|texmf-dist|tex|latex/amscls|amsart.cls|2.982
2010|texmf-dist|tex|latex/oberdiek|kvoptions.sty|2.979
2015|texmf-var|fonts|map/pdftex/updmap|pdftex.map|2.974
2011|texmf-dist|tex|latex/amscls|amsthm.sty|2.962
2016|texmf-dist|tex|context/base|supp-pdf.mkii|2.947
2016|texmf-dist|tex|latex/pdftex-def|pdftex.def|2.947
2015|texmf-dist|fonts|type1/public/amsfonts/cm|cmr10.pfb|2.937
2015|texmf-dist|fonts|type1/public/amsfonts/cm|cmsy10.pfb|2.937
2013|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmmib7.tfm|2.924
2014|texmf-dist|tex|generic/oberdiek|atbegshi.sty|2.914
2016|texmf-var|fonts|map/pdftex/updmap|pdftex.map|2.913
2010|texmf-dist|tex|generic/oberdiek|ltxcmds.sty|2.912
2010|texmf-dist|tex|generic/oberdiek|infwarerr.sty|2.912
2014|texmf-dist|tex|context/base|supp-pdf.mkii|2.912
2012|texmf-dist|tex|latex/graphics|dvipsnam.def|2.912
2014|texmf-dist|tex|latex/pdftex-def|pdftex.def|2.912
2016|texmf-dist|tex|latex/base|size12.clo|2.899
2016|texmf-dist|tex|latex/base|omscmr.fd|2.898
2013|texmf-var|web2c|pdftex|pdflatex.fmt|2.897
2010|texmf-dist|tex|generic/oberdiek|ifluatex.sty|2.891
2010|texmf-dist|tex|generic/oberdiek|pdftexcmds.sty|2.890
2010|texmf-dist|tex|generic/oberdiek|etexcmds.sty|2.890
2014|texmf-var|fonts|map/pdftex/updmap|pdftex.map|2.887
2010|texmf-dist|tex|generic/oberdiek|kvsetkeys.sty|2.884
2012|texmf-dist|fonts|tfm/public/latex-fonts|lasy7.tfm|2.883
2013|texmf-dist|tex|generic/ifxetex|ifxetex.sty|2.878
2015|texmf-dist|fonts|tfm/public/cm|cmbx9.tfm|2.876
2010|texmf-dist|fonts|tfm/public/latex-fonts|lasy5.tfm|2.872
2012|texmf-dist|tex|generic/oberdiek|ifvtex.sty|2.871
2010|texmf-dist|fonts|tfm/public/cm|cmbsy10.tfm|2.863
2010|texmf-dist|fonts|tfm/public/cm|cmmib10.tfm|2.861
2016|texmf-dist|tex|latex/base|latexsym.sty|2.857
2015|texmf-dist|tex|latex/geometry|geometry.sty|2.853
2015|texmf-dist|tex|latex/xcolor|xcolor.sty|2.852
2016|texmf-dist|fonts|tfm/public/latex-fonts|lasy10.tfm|2.850
2014|texmf-dist|tex|latex/oberdiek|letltxmacro.sty|2.844
2016|texmf-dist|tex|latex/base|ulasy.fd|2.841
2014|texmf-dist|tex|latex/oberdiek|refcount.sty|2.838
2014|texmf-dist|tex|generic/oberdiek|bigintcalc.sty|2.838
2014|texmf-dist|tex|generic/oberdiek|intcalc.sty|2.837
2014|texmf-dist|tex|generic/oberdiek|pdfescape.sty|2.837
2014|texmf-dist|tex|latex/oberdiek|hycolor.sty|2.835
2014|texmf-dist|tex|latex/oberdiek|xcolor-patch.sty|2.835
2014|texmf-dist|tex|generic/oberdiek|bitset.sty|2.835
2010|texmf-dist|tex|latex/base|size10.clo|2.834
2016|texmf-dist|fonts|type1/public/amsfonts/cm|cmsy10.pfb|2.816
2014|texmf-dist|tex|latex/oberdiek|atveryend.sty|2.816
2015|texmf-dist|fonts|type1/public/amsfonts/cm|cmmi10.pfb|2.815
2014|texmf-dist|tex|generic/oberdiek|uniquecounter.sty|2.815
2011|texmf-dist|tex|generic/oberdiek|ifvtex.sty|2.808
2016|texmf-dist|fonts|tfm/public/cm|cmbsy10.tfm|2.800
2010|texmf-dist|tex|latex/latexconfig|color.cfg|2.799
2016|texmf-dist|fonts|type1/public/amsfonts/cm|cmr10.pfb|2.797
2012|texmf-dist|fonts|tfm/public/latex-fonts|lasy5.tfm|2.795
2016|texmf-dist|fonts|tfm/public/latex-fonts|lasy8.tfm|2.795
2016|texmf-dist|fonts|tfm/public/cm|cmmib10.tfm|2.785
2016|texmf-dist|fonts|tfm/public/cm|cmtt10.tfm|2.770
2011|texmf-dist|tex|latex/psnfss|upsy.fd|2.769
2011|texmf-dist|tex|latex/psnfss|upzd.fd|2.768
2011|texmf-dist|tex|latex/psnfss|pifont.sty|2.766
2012|texmf-dist|fonts|tfm/public/cm|cmtt10.tfm|2.751
2015|texmf-dist|fonts|type1/public/amsfonts/cm|cmr8.pfb|2.747
2012|texmf-dist|tex|latex/amscls|amsthm.sty|2.735
2013|texmf-dist|tex|latex/graphics|epsfig.sty|2.730
2011|texmf-dist|tex|latex/graphics|epsfig.sty|2.723
2010|texmf-dist|tex|latex/graphics|epsfig.sty|2.716
2010|texmf-dist|tex|latex/graphics|color.sty|2.715
2015|texmf-dist|fonts|type1/public/amsfonts/cm|cmex10.pfb|2.710
2013|texmf-dist|fonts|tfm/public/cm|cmti9.tfm|2.709
2011|texmf-dist|tex|latex/graphics|dvipsnam.def|2.706
2015|texmf-dist|tex|generic/oberdiek|ifluatex.sty|2.702
2016|texmf-dist|fonts|type1/public/amsfonts/cm|cmmi10.pfb|2.682
2013|texmf-dist|tex|generic/oberdiek|gettitlestring.sty|2.674
2013|texmf-dist|tex|latex/hyperref|nameref.sty|2.674
2013|texmf-dist|tex|latex/latexconfig|hyperref.cfg|2.672
2013|texmf-dist|tex|latex/hyperref|hyperref.sty|2.672
2013|texmf-dist|tex|latex/hyperref|pd1enc.def|2.672
2015|texmf-dist|tex|generic/oberdiek|etexcmds.sty|2.664
2016|texmf-dist|tex|latex/amscls|amsart.cls|2.658
2016|texmf-dist|fonts|type1/public/amsfonts/cm|cmr8.pfb|2.658
2012|texmf-dist|tex|latex/oberdiek|grfext.sty|2.653
2012|texmf-dist|tex|latex/oberdiek|epstopdf-base.sty|2.653
2012|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmbsy7.tfm|2.649
2011|texmf-dist|fonts|tfm/public/cm|cmtt8.tfm|2.648
2015|texmf-dist|tex|generic/oberdiek|pdftexcmds.sty|2.643
2015|texmf-dist|tex|generic/oberdiek|ifvtex.sty|2.641
2015|texmf-dist|tex|generic/oberdiek|kvsetkeys.sty|2.637
2011|texmf-dist|fonts|tfm/adobe/ly1|psyr.tfm|2.633
2013|texmf-dist|tex|latex/oberdiek|rerunfilecheck.sty|2.632
2013|texmf-dist|tex|latex/pdftex-def|pdftex.def|2.606
2013|texmf-dist|tex|context/base|supp-pdf.mkii|2.603
2011|texmf-dist|fonts|tfm/adobe/ly1|pzdr.tfm|2.598
2014|texmf-dist|tex|latex/graphics|epsfig.sty|2.596
2015|texmf-dist|tex|latex/hyperref|pdfmark.def|2.596
2015|texmf-dist|tex|latex/hyperref|hdvips.def|2.596
2016|texmf-dist|tex|latex/geometry|geometry.sty|2.595
2016|texmf-dist|fonts|type1/public/amsfonts/cm|cmex10.pfb|2.587
2014|texmf-dist|fonts|type1/public/amsfonts/cm|cmsy10.pfb|2.587
2015|texmf-dist|tex|generic/oberdiek|kvdefinekeys.sty|2.580
2013|texmf-var|fonts|map/pdftex/updmap|pdftex.map|2.569
2012|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmmib5.tfm|2.569
2010|texmf-dist|fonts|tfm/public/cm|cmtt8.tfm|2.566
2012|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmbsy5.tfm|2.565
2014|texmf-dist|fonts|type1/public/amsfonts/cm|cmr10.pfb|2.564
2012|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmmib7.tfm|2.561
2011|texmf-dist|fonts|tfm/public/cm|cmti9.tfm|2.546
2015|texmf-dist|fonts|tfm/public/rsfs|rsfs10.tfm|2.542
2016|texmf-dist|fonts|tfm/public/latex-fonts|lasy5.tfm|2.542
2011|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmbsy7.tfm|2.539
2013|texmf-dist|tex|latex/geometry|geometry.sty|2.526
2013|texmf-dist|fonts|type1/public/amsfonts/cm|cmsy10.pfb|2.520
2016|texmf-dist|fonts|tfm/public/latex-fonts|lasy7.tfm|2.511
2013|texmf-dist|fonts|type1/public/amsfonts/cm|cmr10.pfb|2.509
2011|texmf-var|tex|latex/elsarticle|elsarticle.cls|2.508
2015|texmf-dist|fonts|tfm/public/rsfs|rsfs5.tfm|2.500
2012|texmf-dist|tex|latex/graphics|epsfig.sty|2.493
2012|texmf-dist|tex|latex/base|size10.clo|2.492
2015|texmf-dist|tex|latex/base|ifthen.sty|2.485
2016|texmf-dist|tex|generic/oberdiek|ifluatex.sty|2.474
2015|texmf-dist|tex|latex/jknapltx|ursfs.fd|2.473
2015|texmf-dist|tex|latex/jknapltx|mathrsfs.sty|2.470
2014|texmf-dist|tex|latex/base|ifthen.sty|2.469
2015|texmf-dist|fonts|type1/public/amsfonts/cm|cmmi8.pfb|2.466
2016|texmf-dist|tex|latex/xcolor|xcolor.sty|2.456
2010|texmf-dist|tex|latex/amscls|amsthm.sty|2.443
2014|texmf-dist|fonts|type1/public/amsfonts/cm|cmmi10.pfb|2.441
2012|texmf-dist|fonts|tfm/public/cm|cmtt8.tfm|2.431
2011|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmmib7.tfm|2.427
2014|texmf-dist|fonts|type1/public/amsfonts/cm|cmr8.pfb|2.427
2016|texmf-dist|tex|generic/oberdiek|etexcmds.sty|2.421
2012|texmf-dist|tex|latex/psnfss|upsy.fd|2.417
2016|texmf-dist|tex|latex/hyperref|pdfmark.def|2.417
2016|texmf-dist|tex|latex/hyperref|hdvips.def|2.417
2012|texmf-dist|tex|latex/psnfss|upzd.fd|2.414
2012|texmf-dist|tex|latex/psnfss|pifont.sty|2.413
2015|texmf-dist|fonts|type1/public/amsfonts/cm|cmr6.pfb|2.401
2016|texmf-dist|tex|generic/oberdiek|pdftexcmds.sty|2.398
2011|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmmib5.tfm|2.395
2016|texmf-dist|tex|generic/oberdiek|kvsetkeys.sty|2.395
2011|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmbsy5.tfm|2.394
2010|texmf-dist|tex|latex/psnfss|upsy.fd|2.391
2010|texmf-dist|tex|latex/psnfss|upzd.fd|2.391
2011|texmf-dist|tex|latex/amscls|amsart.cls|2.391
2012|texmf-dist|fonts|tfm/adobe/ly1|psyr.tfm|2.390
2010|texmf-dist|tex|latex/psnfss|pifont.sty|2.388
2013|texmf-dist|tex|latex/base|ifthen.sty|2.388
2013|texmf-dist|fonts|type1/public/amsfonts/cm|cmmi10.pfb|2.387
2016|texmf-dist|fonts|tfm/public/cm|cmbx9.tfm|2.383
2016|texmf-dist|fonts|type1/public/amsfonts/cm|cmmi8.pfb|2.378
2010|texmf-dist|fonts|tfm/public/cm|cmti9.tfm|2.376
2016|texmf-dist|tex|generic/oberdiek|ifvtex.sty|2.375
2014|texmf-dist|fonts|tfm/public/rsfs|rsfs10.tfm|2.365
2014|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmbsy7.tfm|2.364
2014|texmf-dist|fonts|type1/public/amsfonts/cm|cmex10.pfb|2.363
2013|texmf-dist|fonts|type1/public/amsfonts/cm|cmex10.pfb|2.361
2012|texmf-dist|tex|latex/latexconfig|epstopdf-sys.cfg|2.360
2010|texmf-dist|fonts|tfm/adobe/ly1|psyr.tfm|2.356
2015|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmbsy7.tfm|2.348
2013|texmf-dist|tex|generic/oberdiek|atbegshi.sty|2.345
2016|texmf-dist|fonts|type1/public/amsfonts/cm|cmr6.pfb|2.344
2015|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmmib5.tfm|2.341
2015|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmbsy5.tfm|2.333
2013|texmf-dist|fonts|type1/public/amsfonts/cm|cmr8.pfb|2.331
2012|texmf-dist|fonts|tfm/public/cm|cmti9.tfm|2.329
2016|texmf-dist|tex|generic/oberdiek|kvdefinekeys.sty|2.321
2015|texmf-dist|fonts|type1/public/amsfonts/cm|cmsy8.pfb|2.319
2010|texmf-dist|fonts|tfm/adobe/ly1|pzdr.tfm|2.316
2014|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmmib5.tfm|2.315
2012|texmf-dist|fonts|tfm/adobe/ly1|pzdr.tfm|2.314
